timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1706734844813,230,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,230,0,75
1706734844815,229,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,229,0,74
1706734844842,222,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1289,10,10,222,0,70
1706734844862,227,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1289,10,10,227,0,70
1706734844918,220,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1289,10,10,220,0,67
1706734844922,223,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1289,10,10,223,0,71
1706734845005,226,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1289,10,10,226,0,75
1706734845007,224,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1289,10,10,224,0,73
1706734845001,230,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,230,0,75
1706734845043,225,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,239,1289,10,10,225,0,70
1706734845043,231,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,231,0,78
1706734845045,234,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,234,0,80
1706734845065,229,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1289,10,10,229,0,72
1706734845089,233,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1288,10,10,233,0,75
1706734845146,217,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1289,10,10,217,0,65
1706734845139,224,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1289,10,10,224,0,73
1706734845232,227,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1289,10,10,227,0,71
1706734845232,228,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1289,10,10,228,0,75
1706734845232,230,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,230,0,74
1706734845274,225,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,225,0,69
1706734845268,239,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,239,1289,10,10,239,0,86
1706734845280,229,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,229,0,72
1706734845294,221,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1289,10,10,221,0,67
1706734845323,217,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1289,10,10,217,0,66
1706734845364,221,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1289,10,10,221,0,68
1706734845364,230,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1289,10,10,230,0,76
1706734845462,215,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,215,0,63
1706734845460,223,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1289,10,10,223,0,69
1706734845461,222,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1289,10,10,222,0,67
1706734845500,225,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,225,0,69
1706734845507,221,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,239,1289,10,10,221,0,70
1706734845509,223,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,223,0,73
1706734845516,227,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1289,10,10,227,0,77
1706734845541,229,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1289,10,10,229,0,69
1706734845585,225,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1289,10,10,225,0,72
1706734845595,222,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1288,10,10,222,0,71
1706734845680,225,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,225,0,71
1706734845684,224,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1289,10,10,224,0,73
1706734845684,225,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1289,10,10,225,0,71
1706734845725,225,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,225,0,69
1706734845729,224,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,239,1289,10,10,224,0,69
1706734845733,225,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,225,0,73
1706734845744,219,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1289,10,10,219,0,69
1706734845771,225,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1288,10,10,225,0,70
1706734845811,223,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1288,10,10,223,0,67
1706734845817,236,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1289,10,10,236,0,80
1706734845910,216,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1289,10,10,216,0,64
1706734845908,225,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1289,10,10,225,0,73
1706734845905,228,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,228,0,72
1706734845950,216,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,216,0,66
1706734845953,216,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,239,1289,10,10,216,0,67
1706734845959,224,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,224,0,68
1706734845963,222,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1289,10,10,222,0,70
1706734845996,218,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1289,10,10,218,0,63
1706734846034,218,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1289,10,10,218,0,68
1706734846053,223,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1289,10,10,223,0,71
1706734846133,229,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,229,0,74
1706734846126,236,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1289,10,10,236,0,81
1706734846133,235,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1289,10,10,235,0,74
1706734846170,234,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,243,1288,10,10,234,0,81
1706734846167,246,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,246,0,89
1706734846184,233,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,233,0,83
1706734846187,238,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1289,10,10,238,0,81
1706734846253,221,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1289,10,10,221,0,65
1706734846215,259,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1287,10,10,259,0,101
1706734846276,221,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1289,10,10,221,0,66
1706734846362,222,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,222,0,67
1706734846368,239,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1289,10,10,239,0,86
1706734846362,245,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1289,10,10,245,0,92
1706734846404,225,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,239,1289,10,10,225,0,69
1706734846413,224,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,224,0,69
1706734846417,227,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,227,0,71
1706734846425,224,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1289,10,10,224,0,66
1706734846475,219,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1289,10,10,219,0,68
1706734846475,227,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1289,10,10,227,0,71
1706734846497,225,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1288,10,10,225,0,69
1706734846585,224,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,224,0,68
1706734846607,223,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1289,10,10,223,0,69
1706734846607,227,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1289,10,10,227,0,70
1706734846629,228,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,239,1289,10,10,228,0,73
1706734846637,232,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,232,0,76
1706734846644,225,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,225,0,68
1706734846650,226,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1288,10,10,226,0,68
1706734846694,224,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1289,10,10,224,0,72
1706734846703,224,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1289,10,10,224,0,74
1706734846723,226,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1289,10,10,226,0,72
1706734846809,226,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,226,0,68
1706734846831,226,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1289,10,10,226,0,70
1706734846835,234,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1289,10,10,234,0,75
1706734846860,218,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,239,1289,10,10,218,0,67
1706734846869,226,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,226,0,71
1706734846869,233,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,233,0,74
1706734846876,230,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1288,10,10,230,0,70
1706734846918,222,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1289,10,10,222,0,64
1706734846927,226,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1289,10,10,226,0,66
1706734846949,229,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1289,10,10,229,0,69
1706734847036,226,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,226,0,68
1706734847057,217,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1289,10,10,217,0,64
1706734847070,228,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1289,10,10,228,0,74
1706734847079,238,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,239,1289,10,10,238,0,80
1706734847107,223,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1289,10,10,223,0,67
1706734847096,234,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,234,0,78
1706734847102,250,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,250,0,92
1706734847140,229,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1289,10,10,229,0,78
1706734847153,230,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1289,10,10,230,0,78
1706734847178,225,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1288,10,10,225,0,75
1706734847263,220,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,220,0,66
1706734847274,250,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1289,10,10,250,0,77
1706734847299,226,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1287,10,10,226,0,66
1706734847317,217,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,239,1289,10,10,217,0,62
1706734847330,220,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1289,10,10,220,0,65
1706734847330,222,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,222,0,68
1706734847352,222,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,222,0,64
1706734847384,216,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1289,10,10,216,0,65
1706734847370,230,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1289,10,10,230,0,74
1706734847406,219,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1289,10,10,219,0,64
1706734847483,264,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1288,10,10,264,0,107
1706734847524,225,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1289,10,10,225,0,75
1706734847525,237,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1289,10,10,237,0,72
1706734847550,223,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1289,10,10,223,0,66
1706734847535,238,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,239,1289,10,10,238,0,77
1706734847552,234,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,234,0,69
1706734847574,226,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,226,0,66
1706734847600,228,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1289,10,10,228,0,66
1706734847600,233,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1289,10,10,233,0,69
1706734847626,228,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1289,10,10,228,0,70
1706734847748,227,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,227,0,72
1706734847749,229,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1289,10,10,229,0,74
1706734847764,227,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1289,10,10,227,0,72
1706734847773,225,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1289,10,10,225,0,72
1706734847787,220,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,220,0,68
1706734847773,243,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,239,1289,10,10,243,0,86
1706734847801,225,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,225,0,69
1706734847828,224,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1289,10,10,224,0,70
1706734847834,226,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1289,10,10,226,0,64
1706734847855,221,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1289,10,10,221,0,67
1706734847975,238,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,238,0,69
1706734847978,235,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1289,10,10,235,0,66
1706734847992,227,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1289,10,10,227,0,74
1706734847999,220,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1289,10,10,220,0,69
1706734848008,218,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1288,10,10,218,0,67
1706734848016,232,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,239,1289,10,10,232,0,78
1706734848061,213,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1288,10,10,213,0,62
1706734848026,248,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,248,0,95
1706734848053,229,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1289,10,10,229,0,73
1706734848077,219,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1289,10,10,219,0,66
1706734848214,219,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,219,0,68
1706734848214,226,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1289,10,10,226,0,71
1706734848219,223,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1289,10,10,223,0,71
1706734848226,216,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,216,0,66
1706734848219,223,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1289,10,10,223,0,69
1706734848249,229,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,239,1289,10,10,229,0,73
1706734848274,220,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1289,10,10,220,0,69
1706734848274,231,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,231,0,73
1706734848282,225,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1289,10,10,225,0,71
1706734848296,221,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1289,10,10,221,0,68
1706734848443,225,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1289,10,10,225,0,71
1706734848433,235,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,235,0,77
1706734848443,228,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1289,10,10,228,0,74
1706734848443,228,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,228,0,74
1706734848440,240,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1289,10,10,240,0,83
1706734848478,220,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,239,1289,10,10,220,0,68
1706734848495,226,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1289,10,10,226,0,64
1706734848505,227,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1288,10,10,227,0,71
1706734848508,229,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1289,10,10,229,0,74
1706734848517,230,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1289,10,10,230,0,77
1706734848669,219,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,219,0,67
1706734848668,225,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1289,10,10,225,0,73
1706734848672,225,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1289,10,10,225,0,69
1706734848672,225,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,225,0,71
1706734848682,227,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1288,10,10,227,0,67
1706734848698,224,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,239,1289,10,10,224,0,69
1706734848722,243,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1289,10,10,243,0,64
1706734848733,233,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,233,0,73
1706734848737,233,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1289,10,10,233,0,70
1706734848747,231,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1289,10,10,231,0,72
1706734848889,222,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,222,0,69
1706734848897,232,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,232,0,70
1706734848894,235,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1289,10,10,235,0,79
1706734848897,232,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1289,10,10,232,0,75
1706734848910,222,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1289,10,10,222,0,67
1706734848922,229,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,239,1289,10,10,229,0,73
1706734848966,225,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,225,0,72
1706734848965,229,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1288,10,10,229,0,73
1706734848970,233,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1289,10,10,233,0,75
1706734848978,226,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1289,10,10,226,0,75
1706734849112,229,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,229,0,74
1706734849130,223,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1289,10,10,223,0,69
1706734849132,221,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1289,10,10,221,0,69
1706734849130,226,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,226,0,74
1706734849130,233,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1289,10,10,233,0,77
1706734849152,217,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,239,1289,10,10,217,0,67
1706734849191,227,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,227,0,72
1706734849195,233,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1288,10,10,233,0,76
1706734849203,227,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1289,10,10,227,0,71
1706734849341,222,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,222,0,70
1706734849353,229,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1289,10,10,229,0,71
1706734849357,225,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,225,0,71
1706734849353,229,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1289,10,10,229,0,74
1706734849369,224,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,239,1289,10,10,224,0,69
1706734849364,236,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1289,10,10,236,0,79
1706734849205,405,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1289,10,10,405,0,248
1706734849418,226,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,226,0,70
1706734849430,224,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1289,10,10,224,0,64
1706734849428,236,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1289,10,10,236,0,74
1706734849564,227,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,227,0,72
1706734849583,229,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1289,10,10,229,0,73
1706734849583,229,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,229,0,74
1706734849583,235,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1289,10,10,235,0,79
1706734849593,232,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,239,1289,10,10,232,0,80
1706734849600,229,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1289,10,10,229,0,74
1706734849611,226,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1289,10,10,226,0,72
1706734849644,228,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,228,0,71
1706734849654,227,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1289,10,10,227,0,67
1706734849666,222,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1289,10,10,222,0,66
1706734849791,219,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,219,0,66
1706734849813,229,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,229,0,74
1706734849813,229,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1289,10,10,229,0,75
1706734849830,217,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1289,10,10,217,0,65
1706734849818,229,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1289,10,10,229,0,73
1706734849825,229,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,239,1289,10,10,229,0,75
1706734849837,220,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1289,10,10,220,0,69
1706734849872,222,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,222,0,68
1706734849881,221,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1289,10,10,221,0,69
1706734849889,220,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1288,10,10,220,0,64
1706734850011,228,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,228,0,69
1706734850042,219,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,219,0,68
1706734850042,221,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1288,10,10,221,0,70
1706734850047,227,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1289,10,10,227,0,74
1706734850054,224,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,239,1288,10,10,224,0,67
1706734850057,229,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1289,10,10,229,0,71
1706734850047,245,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1289,10,10,245,0,81
1706734850095,224,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,224,0,74
1706734850109,222,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1289,10,10,222,0,68
1706734850102,229,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1288,10,10,229,0,69
1706734850239,218,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,218,0,67
1706734850263,219,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1289,10,10,219,0,68
1706734850262,230,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,230,0,76
1706734850275,226,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1289,10,10,226,0,73
1706734850278,229,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,239,1289,10,10,229,0,72
1706734850287,233,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1289,10,10,233,0,75
1706734850293,227,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1289,10,10,227,0,69
1706734850320,231,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,231,0,77
1706734850332,227,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1289,10,10,227,0,75
1706734850332,230,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1289,10,10,230,0,75
1706734850458,225,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,225,0,65
1706734850483,219,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1289,10,10,219,0,67
1706734850492,220,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,220,0,69
1706734850501,225,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1289,10,10,225,0,68
1706734850508,224,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,239,1289,10,10,224,0,68
1706734850520,230,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1289,10,10,230,0,76
1706734850521,229,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1289,10,10,229,0,73
1706734850551,226,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,226,0,69
1706734850562,223,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1289,10,10,223,0,72
1706734850560,230,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1289,10,10,230,0,74
1706734850683,227,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,227,0,73
1706734850712,233,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,233,0,76
1706734850726,222,Detect Request,200,OK,Middleware notificacao 1-8,text,true,,239,1289,10,10,222,0,71
1706734850732,233,Detect Request,200,OK,Middleware notificacao 1-5,text,true,,239,1289,10,10,233,0,81
1706734850750,222,Detect Request,200,OK,Middleware notificacao 1-6,text,true,,239,1289,10,10,222,0,67
1706734850750,230,Detect Request,200,OK,Middleware notificacao 1-7,text,true,,239,1289,10,10,230,0,74
1706734850777,218,Detect Request,200,OK,Middleware notificacao 1-3,text,true,,239,1289,10,10,218,0,65
1706734850790,222,Detect Request,200,OK,Middleware notificacao 1-1,text,true,,239,1289,10,10,222,0,67
1706734850786,232,Detect Request,200,OK,Middleware notificacao 1-2,text,true,,239,1289,10,10,232,0,80
1706734850703,363,Detect Request,200,OK,Middleware notificacao 1-9,text,true,,239,1289,10,10,363,0,211
1706734850910,221,Detect Request,200,OK,Middleware notificacao 1-4,text,true,,239,1289,10,10,221,0,63
1706734850946,222,Detect Request,200,OK,Middleware notificacao 1-10,text,true,,239,1289,10,10,222,0,69
